swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
south_carolina_charleston__to__nevada_las_vegas,south_carolina_charleston,nevada_las_vegas,Columbia,Carson City,11,,,0.0,14.0312,14.0312,-1.875,0.0,13.2519,24.4453,,,0.0,0.024902,6,462,0,246,3.5e-05,0.75,-20.9062,-7.625,14.0312,21.6562,288,True,294,1,8.8e-05,0.180664
south_carolina_charleston__to__new_hampshire_manchester,south_carolina_charleston,new_hampshire_manchester,Columbia,Concord,11,,,0.0,2.5938,2.5938,-4.9688,0.0,14.5562,28.6973,,,,0.000294,227,19736,14667,5827,0.043457,-13.6562,-21.0,-4.75,2.5938,7.3438,-14839,True,55,1,0.001564,0.180664
south_carolina_charleston__to__new_jersey_newark,south_carolina_charleston,new_jersey_newark,Columbia,Trenton,11,,,0.0,3.25,3.4374,-2.25,0.1873999999999998,11.2304,24.5938,,,,0.00095,48,1562,1792,522,0.000309,-12.0625,-19.5625,-4.25,3.25,7.5,-1800,True,40,1,0.002579,0.180664
south_carolina_charleston__to__new_mexico_albuquerque,south_carolina_charleston,new_mexico_albuquerque,Columbia,Santa Fe,11,,,0.0,13.5625,14.3711,5.625,0.8086000000000002,10.5473,25.2617,,0.0,0.0,0.057129,4,310,0,12928,0.00293,-1.375,-20.4375,-5.5,13.5625,19.0625,93,True,97,1,0.00074,0.180664
south_carolina_charleston__to__new_york_new_york_city,south_carolina_charleston,new_york_new_york_city,Columbia,Albany,11,,,0.0,11.5938,11.5938,5.3594,0.0,23.818,35.625,,4.0,4.0,0.064941,4,91,159,19821,0.003235,-4.25,-20.2188,-4.375,11.5938,15.9688,-116,True,47,1,0.002274,0.180664
south_carolina_charleston__to__north_carolina_charlotte,south_carolina_charleston,north_carolina_charlotte,Columbia,Raleigh,11,,,0.0,3.625,4.875,-6.75,1.25,11.8561,22.2188,,,7.0,0.026489,8,19653,30,815,0.026489,-4.625,-9.5,-1.25,3.625,4.875,-33,True,5,1,0.051758,0.180664
south_carolina_charleston__to__north_dakota_fargo,south_carolina_charleston,north_dakota_fargo,Columbia,Bismarck,11,,,0.0,9.3125,14.875,2.5,5.5625,13.3622,23.25,,0.0,0.0,0.067871,2,95,0,256,4.1e-05,2.875,-16.3125,-9.875,9.3125,19.1875,889,True,891,1,9e-06,0.180664
south_carolina_charleston__to__ohio_cleveland,south_carolina_charleston,ohio_cleveland,Columbia,Columbus,11,,,0.0,3.4375,13.0078,4.125,9.5703,15.61,26.7432,,,1.0,0.0177,9,74,806,902,0.001282,-8.0,-16.1875,-4.75,3.4375,8.1875,-760,True,55,1,0.001564,0.180664
south_carolina_charleston__to__oklahoma_tulsa,south_carolina_charleston,oklahoma_tulsa,Columbia,Oklahoma City,11,6.0,,1.0,-8.4687,12.9375,9.125,21.4062,13.5422,22.6797,4.0,4.0,4.0,0.188477,1,4,164950,624,0.00209,-23.2812,-19.8125,-5.0,-8.4687,-3.4687,-164883,False,68,1,0.001221,0.180664
south_carolina_charleston__to__oregon_portland,south_carolina_charleston,oregon_portland,Columbia,Salem,11,0.0,,0.0,7.3125,7.3125,-4.625,0.0,18.2123,29.7461,0.0,0.0,0.0,0.609375,1,15366,0,5010,0.001686,-0.5,-12.0625,-4.25,7.3125,11.5625,39,True,40,1,0.002579,0.180664
south_carolina_charleston__to__pennsylvania_philadelphia,south_carolina_charleston,pennsylvania_philadelphia,Columbia,Harrisburg,11,,,0.0,10.375,10.375,0.0,0.0,9.2557,21.1875,,0.0,0.0,0.061279,3,745,0,745,0.000173,-3.25,-17.5,-3.875,10.375,14.25,26,True,29,1,0.003754,0.180664
south_carolina_charleston__to__rhode_island_warwick,south_carolina_charleston,rhode_island_warwick,Columbia,Providence,11,,,0.0,9.5625,9.5625,-2.125,0.0,15.7683,27.7812,,,,0.00708,19,5628,4,1965,0.010315,-3.375,-18.1875,-5.25,9.5625,14.8125,58,True,81,1,0.00095,0.180664
south_carolina_charleston__to__south_carolina_charleston,south_carolina_charleston,south_carolina_charleston,Columbia,Columbia,11,,,,0.0,0.0,0.0,0.0,11.4702,29.2812,,3.0,3.0,0.173828,2,137,146478,137,0.173828,-27.3828,-27.3828,0.0,0.0,0.0,-146479,False,1,1,0.180664,0.180664
south_carolina_charleston__to__south_dakota_sioux_falls,south_carolina_charleston,south_dakota_sioux_falls,Columbia,Pierre,11,,5.0,0.0,8.1563,8.1563,-9.3125,0.0,14.0903,28.7676,,,,0.002106,61,14610,0,309,0.164062,-8.4375,-21.3438,-4.75,8.1563,12.9063,-6,True,55,1,0.001564,0.180664
south_carolina_charleston__to__tennessee_memphis,south_carolina_charleston,tennessee_memphis,Columbia,Nashville,11,,,1.0,-3.7188,7.5,7.5,11.2188,16.5781,25.7344,,2.0,2.0,0.047119,3,766,8478,5462,0.010498,-13.4688,-14.875,-5.125,-3.7188,1.4062,-8407,False,74,1,0.001076,0.180664
south_carolina_charleston__to__texas_dallas,south_carolina_charleston,texas_dallas,Columbia,Austin,11,,,0.0,6.75,13.4062,9.0,6.6562,15.0512,27.1172,,0.0,0.0,0.076172,3,25,0,1228,0.000109,-2.25,-14.5,-5.5,6.75,12.25,94,True,97,1,0.00074,0.180664
south_carolina_charleston__to__utah_provo,south_carolina_charleston,utah_provo,Columbia,Salt Lake City,11,,,0.0,12.0469,12.0469,7.375,0.0,11.6368,24.7188,,3.0,3.0,0.050537,3,149,131,7057,1.4e-05,-3.9375,-22.4844,-6.5,12.0469,18.5469,26,True,160,1,0.000271,0.180664
south_carolina_charleston__to__vermont_burlington,south_carolina_charleston,vermont_burlington,Columbia,Montpelier,11,,,0.0,15.5313,15.5313,-4.0625,0.0,8.9418,23.1562,,,,0.009155,17,1584,22847,295,0.028198,-15.4062,-36.9375,-6.0,15.5313,21.5313,-22742,True,122,1,0.000448,0.180664
south_carolina_charleston__to__virginia_virginia_beach,south_carolina_charleston,virginia_virginia_beach,Columbia,Richmond,11,,,0.0,6.5625,13.5,6.3125,6.9375,14.3169,31.8906,,,,0.004242,12,129,1443,2690,3.2e-05,-9.625,-19.3125,-3.125,6.5625,9.6875,-1440,True,15,1,0.007935,0.180664
south_carolina_charleston__to__washington_seattle,south_carolina_charleston,washington_seattle,Columbia,Olympia,11,,,0.0,22.7656,22.7656,3.8594,0.0,11.0267,19.875,,0.0,0.0,0.07373,3,79461,0,164494,0.010498,-2.25,-28.2656,-3.25,22.7656,26.0156,16,True,19,1,0.007019,0.180664
south_carolina_charleston__to__west_virginia_huntington,south_carolina_charleston,west_virginia_huntington,Columbia,Charleston,11,,,0.0,4.5,4.5,0.0,0.0,15.5666,28.2969,,,2.0,0.021606,9,411,23,411,0.008179,-6.125,-11.0,-0.375,4.5,4.875,-30,True,2,1,0.124023,0.180664
south_carolina_charleston__to__wisconsin_milwaukee,south_carolina_charleston,wisconsin_milwaukee,Columbia,Madison,11,6.0,,0.0,1.5,9.5,6.5,8.0,10.8856,20.8125,,4.0,4.0,0.117188,2,6,130,304,0.002823,-5.8125,-13.9375,-6.625,1.5,8.125,44,True,176,1,0.000239,0.180664
south_carolina_charleston__to__wyoming_casper,south_carolina_charleston,wyoming_casper,Columbia,Cheyenne,11,,,0.0,13.4766,13.4766,4.875,0.0,11.1178,29.8672,,2.0,2.0,0.037842,5,388,387,2420,0.000271,-8.25,-27.8516,-6.125,13.4766,19.6016,-263,True,129,1,0.000395,0.180664
south_dakota_sioux_falls__to__alabama_birmingham,south_dakota_sioux_falls,alabama_birmingham,Pierre,Montgomery,11,,,0.0,18.5176,18.5176,0.9297,0.0,10.1254,20.75,,0.0,0.0,0.051025,3,1046,0,2039,0.000159,3.8125,-25.1426,-10.4375,18.5176,28.9551,1381,True,1384,4,2e-06,0.07959
south_dakota_sioux_falls__to__alaska_anchorage,south_dakota_sioux_falls,alaska_anchorage,Pierre,Juneau,11,,,0.0,13.0029,13.0029,6.0,0.0,14.6001,28.2383,,,,0.001305,55,431,302,5584,1e-06,-4.6875,-24.9404,-7.25,13.0029,20.2529,-73,True,284,4,5.7e-05,0.07959
south_dakota_sioux_falls__to__arizona_tucson,south_dakota_sioux_falls,arizona_tucson,Pierre,Phoenix,11,,,0.0,12.2344,12.2344,7.8125,0.0,14.3633,25.1406,,,,0.003937,30,60,299,2318,9.3e-05,-0.9375,-22.1094,-8.9375,12.2344,21.1719,364,True,693,4,1e-05,0.07959
south_dakota_sioux_falls__to__arkansas_fayetteville,south_dakota_sioux_falls,arkansas_fayetteville,Pierre,Little Rock,11,,,0.0,8.6875,8.6875,1.5,0.0,14.8949,26.75,,0.0,0.0,0.109863,2,603,0,1545,0.012329,1.25,-12.9375,-5.5,8.6875,14.1875,105,True,107,4,0.000324,0.07959
south_dakota_sioux_falls__to__california_oakland,south_dakota_sioux_falls,california_oakland,Pierre,Sacramento,11,0.0,,0.0,17.2812,17.2812,7.2812,0.0,11.9267,22.3926,0.0,0.0,0.0,0.474609,1,1027,0,34122,2.2e-05,5.75,-19.7812,-8.25,17.2812,25.5312,479,True,480,4,2.1e-05,0.07959
south_dakota_sioux_falls__to__colorado_colorado_springs,south_dakota_sioux_falls,colorado_colorado_springs,Pierre,Denver,11,6.0,,1.0,-13.2813,16.8125,8.375,30.0938,17.7406,29.8906,,6.0,6.0,0.083008,3,7,233050,1123,0.001938,-25.3125,-18.0312,-6.0,-13.2813,-7.2813,-232902,False,151,4,0.000197,0.07959
south_dakota_sioux_falls__to__connecticut_bridgeport,south_dakota_sioux_falls,connecticut_bridgeport,Pierre,Hartford,11,0.0,,0.0,14.1875,16.8125,11.4453,2.625,19.3609,29.75,0.0,0.0,0.0,0.108398,1,2501,0,39425,3e-06,4.125,-17.4375,-7.375,14.1875,21.5625,302,True,303,4,5e-05,0.07959
south_dakota_sioux_falls__to__delaware_wilmington,south_dakota_sioux_falls,delaware_wilmington,Pierre,Dover,11,,,0.0,12.8125,12.8125,-3.9688,0.0,15.7754,30.0391,,0.0,0.0,0.013306,4,135913,0,51323,0.004883,3.625,-20.5625,-11.375,12.8125,24.1875,2159,True,2163,4,1e-06,0.07959
south_dakota_sioux_falls__to__florida_miami,south_dakota_sioux_falls,florida_miami,Pierre,Tallahassee,11,2.0,,0.0,10.9375,14.625,10.875,3.6875,16.9251,27.3438,,2.0,2.0,0.108398,2,21,43,6495,0.000163,2.8125,-17.9375,-9.8125,10.9375,20.75,1007,True,1052,4,4e-06,0.07959
south_dakota_sioux_falls__to__georgia_savannah,south_dakota_sioux_falls,georgia_savannah,Pierre,Atlanta,11,,,1.0,-1.625,8.0625,1.1563,9.6875,11.2992,27.9375,,,,0.000408,57,448,45279,1042,5e-06,-10.75,-20.75,-11.625,-1.625,10.0,-42923,False,2413,4,1e-06,0.07959
south_dakota_sioux_falls__to__hawaii_hilo,south_dakota_sioux_falls,hawaii_hilo,Pierre,Honolulu,11,,,0.0,2.5937,14.9688,1.5625,12.3751,12.8981,30.1094,,2.0,1.0,0.08252,3,3918,6370,11596,0.034424,-7.5625,-21.9062,-11.75,2.5937,14.3437,-3871,True,2502,4,1e-06,0.07959
south_dakota_sioux_falls__to__idaho_idaho_falls,south_dakota_sioux_falls,idaho_idaho_falls,Pierre,Boise,11,,,0.0,0.6103,3.125,3.125,2.5147,13.7448,27.3906,,,,0.008118,12,68,63781,236,0.068359,-14.8184,-24.9287,-9.5,0.6103,10.1103,-62870,True,923,4,6e-06,0.07959
south_dakota_sioux_falls__to__illinois_chicago,south_dakota_sioux_falls,illinois_chicago,Pierre,Springfield,11,,,0.0,21.4414,21.4414,3.5625,0.0,9.3578,24.5625,0.0,0.0,0.0,0.398438,1,8758,0,127185,0.001183,1.5,-23.8164,-3.875,21.4414,25.3164,56,True,57,4,0.001648,0.07959
south_dakota_sioux_falls__to__indiana_fort_wayne,south_dakota_sioux_falls,indiana_fort_wayne,Pierre,Indianapolis,11,,,0.0,15.4688,15.4688,2.2246,0.0,14.0138,28.0786,,,3.0,0.018555,8,109895,75,159588,0.000207,-2.0,-25.7188,-8.25,15.4688,23.7188,397,True,480,4,2.1e-05,0.07959
south_dakota_sioux_falls__to__iowa_cedar_rapids,south_dakota_sioux_falls,iowa_cedar_rapids,Pierre,Des Moines,11,4.0,,0.0,11.875,11.875,6.375,0.0,15.5487,29.1367,4.0,4.0,4.0,0.198242,1,91,10,1923,0.001717,-3.75,-19.25,-3.625,11.875,15.5,36,True,47,4,0.002121,0.07959
south_dakota_sioux_falls__to__kansas_wichita,south_dakota_sioux_falls,kansas_wichita,Pierre,Topeka,11,,,0.0,5.2187,9.125,3.7031,3.9063,11.4055,22.2188,,,3.0,0.022095,6,66680,1261,148188,0.000519,-8.3125,-20.4062,-6.875,5.2187,12.0937,-1051,True,216,4,8.2e-05,0.07959
south_dakota_sioux_falls__to__kentucky_louisville,south_dakota_sioux_falls,kentucky_louisville,Pierre,Frankfort,11,,,0.0,16.4375,16.4375,2.5625,0.0,12.4813,23.0781,,5.0,0.0,0.065918,4,301,2,1544,0.000942,4.6875,-22.0625,-10.3125,16.4375,26.75,1317,True,1323,4,3e-06,0.07959
south_dakota_sioux_falls__to__louisiana_new_orleans,south_dakota_sioux_falls,louisiana_new_orleans,Pierre,Baton Rouge,11,0.0,,0.0,12.75,12.75,2.4375,0.0,14.4563,24.1875,0.0,0.0,0.0,0.205078,1,467,0,1729,0.0009,7.375,-15.375,-10.0,12.75,22.75,1134,True,1135,4,4e-06,0.07959
south_dakota_sioux_falls__to__maine_portland,south_dakota_sioux_falls,maine_portland,Pierre,Augusta,11,,,0.0,7.9062,7.9062,-5.0625,0.0,12.6385,25.6055,,,,0.004181,21,1907,301,116,0.008789,-2.875,-19.0312,-8.25,7.9062,16.1562,158,True,480,4,2.1e-05,0.07959
south_dakota_sioux_falls__to__maryland_baltimore,south_dakota_sioux_falls,maryland_baltimore,Pierre,Annapolis,11,,,0.0,4.1875,9.4219,0.7031,5.234400000000001,9.66,27.7578,,,,0.006653,19,37460,2098,44210,0.000292,1.5,-16.625,-13.9375,4.1875,18.125,3731,True,5848,4,0.0,0.07959
south_dakota_sioux_falls__to__massachusetts_worcester,south_dakota_sioux_falls,massachusetts_worcester,Pierre,Boston,11,,,0.0,7.625,9.4844,4.3125,1.8594000000000008,14.475,25.7344,,5.0,2.0,0.043701,4,38,176,554,0.004059,-0.5,-18.3125,-10.1875,7.625,17.8125,1049,True,1229,4,3e-06,0.07959
south_dakota_sioux_falls__to__michigan_detroit,south_dakota_sioux_falls,michigan_detroit,Pierre,Lansing,11,,,0.0,9.4062,13.3359,1.25,3.9297000000000004,12.2234,21.9375,4.0,4.0,4.0,0.205078,1,68044,25,131187,2.9e-05,0.5625,-18.0312,-9.1875,9.4062,18.5937,724,True,750,4,8e-06,0.07959
south_dakota_sioux_falls__to__minnesota_minneapolis,south_dakota_sioux_falls,minnesota_minneapolis,Pierre,Saint Paul,11,,,0.0,13.1875,13.1875,2.0625,0.0,11.3064,22.0938,,0.0,0.0,0.347656,2,15214,0,62737,0.000565,1.875,-15.5625,-4.25,13.1875,17.4375,63,True,65,4,0.001137,0.07959
south_dakota_sioux_falls__to__mississippi_gulfport,south_dakota_sioux_falls,mississippi_gulfport,Pierre,Jackson,11,0.0,,0.0,13.5312,13.5312,-0.8672,0.0,9.4078,21.9375,0.0,0.0,0.0,0.117188,1,5800,0,3125,0.022827,2.5,-19.0312,-8.0,13.5312,21.5312,407,True,408,4,2.7e-05,0.07959
south_dakota_sioux_falls__to__missouri_kansas_city,south_dakota_sioux_falls,missouri_kansas_city,Pierre,Jefferson City,11,,,0.0,5.75,9.2813,8.7813,3.5313,14.5535,27.3516,,0.0,0.0,0.043213,3,2503,0,21203,0.003891,-0.25,-12.25,-6.25,5.75,12.0,161,True,164,4,0.000154,0.07959
south_dakota_sioux_falls__to__montana_billings,south_dakota_sioux_falls,montana_billings,Pierre,Helena,11,,,0.0,5.6875,5.6875,-0.375,0.0,14.3121,27.9141,,0.0,0.0,0.148438,2,1004,0,773,0.015198,-0.875,-12.0625,-5.5,5.6875,11.1875,105,True,107,4,0.000324,0.07959
south_dakota_sioux_falls__to__nebraska_omaha,south_dakota_sioux_falls,nebraska_omaha,Pierre,Lincoln,11,0.0,,0.0,9.25,15.7188,10.2188,6.4688,17.1543,27.5703,0.0,0.0,0.0,0.421875,1,1525,0,18597,0.000862,-4.375,-14.875,-1.25,9.25,10.5,7,True,8,4,0.022827,0.07959
south_dakota_sioux_falls__to__nevada_las_vegas,south_dakota_sioux_falls,nevada_las_vegas,Pierre,Carson City,11,,,0.0,13.3438,13.3438,3.9375,0.0,11.2414,20.3281,,0.0,0.0,0.055176,4,2592,0,12849,2e-06,4.5625,-17.5938,-8.8125,13.3438,22.1563,651,True,655,4,1.2e-05,0.07959
south_dakota_sioux_falls__to__new_hampshire_manchester,south_dakota_sioux_falls,new_hampshire_manchester,Pierre,Concord,11,,,0.0,11.3281,11.3281,-1.3125,0.0,10.0205,20.0625,,,,0.000832,118,10988,1960,5170,0.001999,-3.4375,-23.3906,-8.625,11.3281,19.9531,-1497,True,581,4,1.4e-05,0.07959
south_dakota_sioux_falls__to__new_jersey_newark,south_dakota_sioux_falls,new_jersey_newark,Pierre,Trenton,11,,,0.0,1.4688,6.5313,1.7188,5.0625,12.2445,24.5938,,,,0.000874,64,6883,2302,13293,0.001122,-6.4375,-16.9688,-9.0625,1.4688,10.5313,-1644,True,722,4,9e-06,0.07959
south_dakota_sioux_falls__to__new_mexico_albuquerque,south_dakota_sioux_falls,new_mexico_albuquerque,Pierre,Santa Fe,11,,,0.0,18.0547,18.0547,5.25,0.0,13.3156,26.4512,,0.0,0.0,0.047607,2,44,0,826,0.000546,4.5,-23.0547,-9.5,18.0547,27.5547,921,True,923,4,6e-06,0.07959
south_dakota_sioux_falls__to__new_york_new_york_city,south_dakota_sioux_falls,new_york_new_york_city,Pierre,Albany,11,,,0.0,19.7031,19.7031,5.375,0.0,23.6047,35.0,,4.0,4.0,0.071777,3,105,266,20631,8.4e-05,1.8125,-27.0781,-9.1875,19.7031,28.8906,481,True,750,4,8e-06,0.07959
south_dakota_sioux_falls__to__north_carolina_charlotte,south_dakota_sioux_falls,north_carolina_charlotte,Pierre,Raleigh,11,,,0.0,8.6875,19.5078,10.5156,10.8203,11.5807,23.6875,,,3.0,0.022095,8,630,23,34034,2.6e-05,4.75,-13.3125,-9.375,8.6875,18.0625,820,True,851,4,7e-06,0.07959
south_dakota_sioux_falls__to__north_dakota_fargo,south_dakota_sioux_falls,north_dakota_fargo,Pierre,Bismarck,11,0.0,,0.0,2.5,7.0,6.75,4.5,13.7832,26.3281,,0.0,0.0,0.105469,2,3763,0,83080,0.008667,-1.625,-7.5,-3.375,2.5,5.875,39,True,41,4,0.002716,0.07959
south_dakota_sioux_falls__to__ohio_cleveland,south_dakota_sioux_falls,ohio_cleveland,Pierre,Columbus,11,,,0.0,7.9375,7.9375,3.625,0.0,13.8352,22.6562,,,,0.004242,34,392,463,2067,0.000187,-2.5625,-18.875,-8.375,7.9375,16.3125,38,True,535,4,1.8e-05,0.07959
south_dakota_sioux_falls__to__oklahoma_tulsa,south_dakota_sioux_falls,oklahoma_tulsa,Pierre,Oklahoma City,11,2.0,,1.0,-8.9766,14.875,14.875,23.851599999999998,14.9016,23.0625,,2.0,2.0,0.138672,2,266,171613,63534,0.002274,-18.3516,-17.5,-8.125,-8.9766,-0.8516,-171163,False,452,4,2.3e-05,0.07959
south_dakota_sioux_falls__to__oregon_portland,south_dakota_sioux_falls,oregon_portland,Pierre,Salem,11,0.0,,0.0,13.0625,13.6094,2.0781,0.5469000000000008,17.231,29.1738,0.0,0.0,0.0,0.703125,1,15124,0,26080,3.1e-05,4.25,-15.8125,-7.0,13.0625,20.0625,240,True,241,4,7.2e-05,0.07959
south_dakota_sioux_falls__to__pennsylvania_philadelphia,south_dakota_sioux_falls,pennsylvania_philadelphia,Pierre,Harrisburg,11,,,0.0,11.0625,11.0625,5.5781,0.0,7.4825,19.1562,,,0.0,0.044189,7,4842,0,60870,1e-06,-0.25,-15.5625,-4.25,11.0625,15.3125,58,True,65,4,0.001137,0.07959
south_dakota_sioux_falls__to__rhode_island_warwick,south_dakota_sioux_falls,rhode_island_warwick,Pierre,Providence,11,,,0.0,11.6875,11.6875,0.0,0.0,11.9624,28.9531,,,,0.009521,21,1856,0,1856,0.000763,2.875,-17.1875,-8.375,11.6875,20.0625,514,True,535,4,1.8e-05,0.07959
south_dakota_sioux_falls__to__south_carolina_charleston,south_dakota_sioux_falls,south_carolina_charleston,Pierre,Columbia,11,0.0,,0.0,9.6875,12.3125,12.3125,2.625,13.1683,23.3672,0.0,0.0,0.0,0.511719,1,22,0,7977,0.000553,4.375,-9.8125,-4.5,9.6875,14.1875,73,True,74,4,0.000885,0.07959
south_dakota_sioux_falls__to__south_dakota_sioux_falls,south_dakota_sioux_falls,south_dakota_sioux_falls,Pierre,Pierre,11,,,,0.0,0.0,0.0,0.0,7.7875,20.5625,,3.0,3.0,0.111328,2,1680,77267,1680,0.111328,-21.2812,-21.2812,0.0,0.0,0.0,-77265,False,4,4,0.07959,0.07959
south_dakota_sioux_falls__to__tennessee_memphis,south_dakota_sioux_falls,tennessee_memphis,Pierre,Nashville,11,,,0.0,7.5703,14.25,12.4375,6.6797,16.3024,25.1719,,2.0,2.0,0.052246,3,905,4643,20848,0.000351,-6.0625,-23.5078,-9.875,7.5703,17.4453,-3553,True,1093,4,4e-06,0.07959
south_dakota_sioux_falls__to__texas_dallas,south_dakota_sioux_falls,texas_dallas,Pierre,Austin,11,,,0.0,12.0625,12.0625,6.4375,0.0,16.1379,27.5264,,,0.0,0.020386,7,463,3,3756,0.000122,1.125,-19.0625,-8.125,12.0625,20.1875,442,True,452,4,2.3e-05,0.07959
south_dakota_sioux_falls__to__utah_provo,south_dakota_sioux_falls,utah_provo,Pierre,Salt Lake City,11,,,0.0,9.5312,14.0703,11.25,4.5390999999999995,10.684,22.3125,,2.0,2.0,0.117676,2,14,182,6752,0.000425,2.0625,-18.1562,-10.6875,9.5312,20.2187,1398,True,1582,4,2e-06,0.07959
south_dakota_sioux_falls__to__vermont_burlington,south_dakota_sioux_falls,vermont_burlington,Pierre,Montpelier,11,,,0.0,18.0625,18.0625,-2.125,0.0,9.0108,23.3125,,,,3e-05,466,8007,8327,2653,0.028687,-6.0625,-34.75,-10.625,18.0625,28.6875,-7286,True,1507,4,2e-06,0.07959
south_dakota_sioux_falls__to__virginia_virginia_beach,south_dakota_sioux_falls,virginia_virginia_beach,Pierre,Richmond,11,,,0.0,12.8594,12.8594,7.7812,0.0,8.4567,22.1719,,,4.0,0.032715,7,7707,1427,131262,1e-06,1.75,-23.1094,-12.0,12.8594,24.8594,1335,True,2769,4,0.0,0.07959
south_dakota_sioux_falls__to__washington_seattle,south_dakota_sioux_falls,washington_seattle,Pierre,Olympia,11,0.0,,0.0,6.6875,7.3125,6.8437,0.625,11.4828,22.5,,0.0,0.0,0.091797,3,3840,0,19642,0.00037,0.75,-10.8125,-4.875,6.6875,11.5625,84,True,87,4,0.000607,0.07959
south_dakota_sioux_falls__to__west_virginia_huntington,south_dakota_sioux_falls,west_virginia_huntington,Pierre,Charleston,11,,,0.0,10.3125,10.3125,-1.0625,0.0,13.8465,26.3516,,9.0,9.0,0.013977,5,7080,21,4062,0.002136,1.625,-14.3125,-5.625,10.3125,15.9375,93,True,119,4,0.000286,0.07959
south_dakota_sioux_falls__to__wisconsin_milwaukee,south_dakota_sioux_falls,wisconsin_milwaukee,Pierre,Madison,11,3.0,,0.0,10.125,11.6875,11.5625,1.5625,11.4774,20.4688,3.0,3.0,3.0,0.150391,1,139,286,17460,3.6e-05,-8.125,-21.5,-3.25,10.125,13.375,-251,True,36,4,0.003082,0.07959
south_dakota_sioux_falls__to__wyoming_casper,south_dakota_sioux_falls,wyoming_casper,Pierre,Cheyenne,11,,,0.0,3.1875,6.125,4.875,2.9375,15.7909,28.9355,,,2.0,0.016846,9,1943,276,7212,0.014893,-6.25,-14.1875,-4.75,3.1875,7.9375,-202,True,83,4,0.000687,0.07959
tennessee_memphis__to__alabama_birmingham,tennessee_memphis,alabama_birmingham,Nashville,Montgomery,11,,,0.0,11.1562,11.1562,7.5625,0.0,10.4204,20.1875,,0.0,0.0,0.052734,3,12337,0,91903,0.004913,-3.625,-17.6562,-2.875,11.1562,14.0312,20,True,23,3,0.005432,0.09668
tennessee_memphis__to__alaska_anchorage,tennessee_memphis,alaska_anchorage,Nashville,Juneau,11,,,0.0,7.0937,13.1309,11.0938,6.0372,14.0053,26.6367,,,,0.003342,27,328,149,28309,2.2e-05,-3.0625,-18.1562,-8.0,7.0937,15.0937,221,True,397,3,3.2e-05,0.09668
tennessee_memphis__to__arizona_tucson,tennessee_memphis,arizona_tucson,Nashville,Phoenix,11,5.0,,0.0,13.7656,20.0977,8.75,6.3321000000000005,14.1664,26.1875,5.0,2.0,2.0,0.191406,1,11,79,859,5.8e-05,-2.25,-23.0156,-7.0,13.7656,20.7656,181,True,261,3,8.8e-05,0.09668
tennessee_memphis__to__arkansas_fayetteville,tennessee_memphis,arkansas_fayetteville,Nashville,Little Rock,11,,,0.0,5.4375,5.4375,-5.125,0.0,14.2572,26.0117,,0.0,0.0,0.062256,3,2570,0,399,0.080078,-3.0,-11.0625,-2.625,5.4375,8.0625,16,True,19,3,0.006989,0.09668
tennessee_memphis__to__california_oakland,tennessee_memphis,california_oakland,Nashville,Sacramento,11,0.0,,0.0,9.625,9.625,-1.0,0.0,15.6011,27.3359,0.0,0.0,0.0,0.582031,1,2570,0,1982,0.00015,0.5,-12.625,-3.5,9.625,13.125,34,True,35,3,0.002914,0.09668
tennessee_memphis__to__colorado_colorado_springs,tennessee_memphis,colorado_colorado_springs,Nashville,Denver,11,,,1.0,-6.7422,1.875,-1.75,8.6172,20.1735,31.7188,,5.0,5.0,0.071777,3,1536,214280,900,0.026367,-24.5,-23.8828,-6.125,-6.7422,-0.6172,-214122,False,161,3,0.000211,0.09668
tennessee_memphis__to__connecticut_bridgeport,tennessee_memphis,connecticut_bridgeport,Nashville,Hartford,11,2.0,,0.0,7.25,14.5938,2.4375,7.3438,14.6718,25.1367,2.0,0.0,0.0,0.515625,1,480,1,1382,0.000134,3.5,-10.375,-6.625,7.25,13.875,207,True,209,3,0.000128,0.09668
tennessee_memphis__to__delaware_wilmington,tennessee_memphis,delaware_wilmington,Nashville,Dover,11,,,0.0,8.75,8.75,-11.7188,0.0,17.1718,29.3496,,0.0,0.0,0.056396,2,16583,0,785,0.009766,-0.75,-15.875,-6.375,8.75,15.125,179,True,181,3,0.000164,0.09668
tennessee_memphis__to__georgia_savannah,tennessee_memphis,georgia_savannah,Nashville,Atlanta,11,,,1.0,-0.3437,16.1328,5.875,16.476499999999998,12.3359,22.8438,,2.0,2.0,0.060791,4,13,23109,300,0.002686,-16.8125,-19.9688,-3.5,-0.3437,3.1563,-23078,False,35,3,0.002914,0.09668
tennessee_memphis__to__illinois_chicago,tennessee_memphis,illinois_chicago,Nashville,Springfield,11,0.0,,0.0,13.0,13.0,-0.625,0.0,10.5563,19.375,0.0,0.0,0.0,0.699219,1,2083,0,1747,6.1e-05,0.375,-15.125,-2.5,13.0,15.5,14,True,15,3,0.007935,0.09668
