swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
kentucky_louisville__to__louisiana_new_orleans,kentucky_louisville,louisiana_new_orleans,Frankfort,Baton Rouge,11,0.0,,0.0,9.4375,17.7305,3.5,8.293,13.7787,23.5898,,0.0,0.0,0.214844,2,468,1,2977,4.4e-05,-0.625,-14.4375,-4.375,9.4375,13.8125,22,True,25,1,0.003479,0.275391
kentucky_louisville__to__maine_portland,kentucky_louisville,maine_portland,Frankfort,Augusta,11,,,1.0,-0.6875,5.75,2.25,6.4375,12.5382,22.8125,,,7.0,0.021118,9,592,98,1341,0.010254,-4.1875,-10.125,-6.625,-0.6875,5.9375,-5,False,102,1,0.000366,0.275391
kentucky_louisville__to__maryland_baltimore,kentucky_louisville,maryland_baltimore,Frankfort,Annapolis,11,,,0.0,1.4375,7.3829,-5.7812,5.9454,9.3311,26.875,,,,0.006592,19,23715,1602,5238,0.003525,-8.375,-15.6875,-5.875,1.4375,7.3125,-1555,True,66,1,0.000774,0.275391
kentucky_louisville__to__massachusetts_worcester,kentucky_louisville,massachusetts_worcester,Frankfort,Boston,11,,,0.0,0.6875,9.3125,6.6562,8.625,12.4628,23.5,,,2.0,0.038574,7,3843,58,65192,0.000549,-2.625,-10.6875,-7.375,0.6875,8.0625,104,True,169,1,0.000173,0.275391
kentucky_louisville__to__michigan_detroit,kentucky_louisville,michigan_detroit,Frankfort,Lansing,11,5.0,,0.0,6.25,9.4688,3.5,3.2188,10.8609,23.6875,5.0,5.0,5.0,0.234375,1,561,15,2123,3.5e-05,-4.0,-15.625,-5.375,6.25,11.625,36,True,52,1,0.001274,0.275391
kentucky_louisville__to__minnesota_minneapolis,kentucky_louisville,minnesota_minneapolis,Frankfort,Saint Paul,11,0.0,,0.0,11.4375,18.4219,18.4219,6.984400000000001,10.4078,18.75,6.0,0.0,0.0,0.396484,1,153,1,105645,9.6e-05,2.25,-15.5625,-6.375,11.4375,17.8125,85,True,87,1,0.000469,0.275391
kentucky_louisville__to__mississippi_gulfport,kentucky_louisville,mississippi_gulfport,Frankfort,Jackson,11,0.0,,0.0,8.5,17.5156,8.5625,9.0156,10.6789,22.6562,0.0,0.0,0.0,0.141602,1,296,0,5473,2.9e-05,-1.75,-15.625,-5.375,8.5,13.875,51,True,52,1,0.001274,0.275391
kentucky_louisville__to__missouri_kansas_city,kentucky_louisville,missouri_kansas_city,Frankfort,Jefferson City,11,0.0,,0.0,5.9375,8.875,7.5,2.9375,10.4176,21.125,,0.0,0.0,0.124023,2,126,0,1763,0.021484,-5.125,-13.1875,-2.125,5.9375,8.0625,6,True,8,1,0.032959,0.275391
kentucky_louisville__to__montana_billings,kentucky_louisville,montana_billings,Frankfort,Helena,11,0.0,,0.0,6.3125,16.9688,16.9688,10.656300000000002,16.7297,28.5547,0.0,0.0,0.0,0.245117,1,533,0,69841,0.000446,-1.625,-13.8125,-5.875,6.3125,12.1875,65,True,66,1,0.000774,0.275391
kentucky_louisville__to__nebraska_omaha,kentucky_louisville,nebraska_omaha,Frankfort,Lincoln,11,0.0,,0.0,8.75,12.125,7.8125,3.375,16.4109,26.75,0.0,0.0,0.0,0.402344,1,1276,0,8629,0.000664,-0.5,-15.875,-6.625,8.75,15.375,101,True,102,1,0.000366,0.275391
kentucky_louisville__to__nevada_las_vegas,kentucky_louisville,nevada_las_vegas,Frankfort,Carson City,11,,,0.0,10.0625,12.375,-0.125,2.3125,11.5719,21.0625,,0.0,0.0,0.030396,4,1855,0,1778,6e-06,-0.5,-16.5625,-6.0,10.0625,16.0625,69,True,73,1,0.000683,0.275391
kentucky_louisville__to__new_hampshire_manchester,kentucky_louisville,new_hampshire_manchester,Frankfort,Concord,11,,,1.0,-0.125,7.1406,2.2813,7.2656,8.4346,17.4844,,,,0.000145,267,34476,1013,68897,0.002563,-3.0625,-12.1875,-9.25,-0.125,9.125,-876,False,404,1,2.6e-05,0.275391
kentucky_louisville__to__new_jersey_newark,kentucky_louisville,new_jersey_newark,Frankfort,Trenton,11,6.0,,0.0,6.375,22.5859,11.1875,16.2109,11.7781,21.2188,6.0,6.0,6.0,0.257812,1,18,1160,5143,0.000223,-7.125,-20.75,-7.25,6.375,13.625,-999,True,162,1,0.000196,0.275391
kentucky_louisville__to__new_york_new_york_city,kentucky_louisville,new_york_new_york_city,Frankfort,Albany,11,,,0.0,5.625,5.6563,-6.8125,0.031299999999999883,23.6685,39.0625,,,,0.002258,23,29484,189,5273,0.005951,-3.625,-14.5,-5.25,5.625,10.875,-165,True,47,1,0.00145,0.275391
kentucky_louisville__to__north_carolina_charlotte,kentucky_louisville,north_carolina_charlotte,Frankfort,Raleigh,11,,,0.0,3.5,11.625,-2.8125,8.125,12.1057,20.9688,,,,0.010742,16,3358,6,838,0.000725,1.0,-8.875,-6.375,3.5,9.875,65,True,87,1,0.000469,0.275391
kentucky_louisville__to__north_dakota_fargo,kentucky_louisville,north_dakota_fargo,Frankfort,Bismarck,11,,,0.0,11.9375,13.2891,11.375,1.3515999999999995,13.1158,24.2969,,0.0,0.0,0.062988,3,75,0,12315,1e-06,4.5,-19.3125,-11.875,11.9375,23.8125,1429,True,1432,1,2e-06,0.275391
kentucky_louisville__to__ohio_cleveland,kentucky_louisville,ohio_cleveland,Frankfort,Columbus,11,,,1.0,-0.5,13.6875,4.75,14.1875,14.5871,23.8438,,1.0,1.0,0.063477,3,46,410,502,0.000238,-7.625,-10.625,-3.5,-0.5,3.0,-399,False,14,1,0.008301,0.275391
kentucky_louisville__to__oklahoma_tulsa,kentucky_louisville,oklahoma_tulsa,Frankfort,Oklahoma City,11,6.0,,1.0,-8.7227,11.875,9.25,20.5977,13.591,22.5156,4.0,4.0,4.0,0.174805,1,4,141473,611,0.002823,-20.9102,-18.5625,-6.375,-8.7227,-2.3477,-141387,False,87,1,0.000469,0.275391
kentucky_louisville__to__oregon_portland,kentucky_louisville,oregon_portland,Frankfort,Salem,11,0.0,,0.0,7.75,14.0625,8.4375,6.3125,14.8516,26.9375,0.0,0.0,0.0,0.609375,1,134,0,3492,0.002914,2.75,-12.125,-7.125,7.75,14.875,151,True,152,1,0.000222,0.275391
kentucky_louisville__to__rhode_island_warwick,kentucky_louisville,rhode_island_warwick,Frankfort,Providence,11,,,0.0,3.25,4.2187,-2.1875,0.9687000000000001,17.257,27.1406,,,,0.005188,22,4785,10,1476,0.014099,1.625,-12.125,-10.5,3.25,13.75,690,True,722,1,8e-06,0.275391
kentucky_louisville__to__tennessee_memphis,kentucky_louisville,tennessee_memphis,Frankfort,Nashville,11,,,1.0,-1.0,9.5,9.5,10.5,15.2781,24.1875,,2.0,2.0,0.077148,2,667,2934,7622,0.001411,-12.1875,-14.8125,-3.625,-1.0,2.625,-2920,False,16,1,0.007355,0.275391
kentucky_louisville__to__utah_provo,kentucky_louisville,utah_provo,Frankfort,Salt Lake City,11,5.0,,0.0,5.9375,18.3125,18.3125,12.375,11.9395,20.9062,5.0,2.0,2.0,0.235352,1,60,154,150797,9.8e-05,-3.0,-16.4375,-7.5,5.9375,13.4375,26,True,181,1,0.000153,0.275391
kentucky_louisville__to__vermont_burlington,kentucky_louisville,vermont_burlington,Frankfort,Montpelier,11,,,0.0,8.0332,8.0332,-2.875,0.0,8.4526,22.25,,,,0.000399,159,2078,10791,641,0.085938,-8.5938,-26.752,-10.125,8.0332,18.1582,-10348,True,602,1,1.1e-05,0.275391
kentucky_louisville__to__virginia_virginia_beach,kentucky_louisville,virginia_virginia_beach,Frankfort,Richmond,11,7.0,,0.0,3.875,17.0625,17.0625,13.1875,15.7981,29.3594,7.0,4.0,4.0,0.400391,1,151,1104,69740,0.000877,-9.75,-16.375,-2.75,3.875,6.625,-1094,True,11,1,0.017578,0.275391
kentucky_louisville__to__west_virginia_huntington,kentucky_louisville,west_virginia_huntington,Frankfort,Charleston,11,,,0.0,2.5,8.125,-3.375,5.625,14.8365,27.0625,,,,0.007324,26,3214,0,573,0.000603,-0.875,-8.5,-5.125,2.5,7.625,15,True,41,1,0.00164,0.275391
kentucky_louisville__to__wisconsin_milwaukee,kentucky_louisville,wisconsin_milwaukee,Frankfort,Madison,11,,,0.0,2.9375,14.6875,4.8125,11.75,10.5809,20.7812,,5.0,2.0,0.121094,2,76,185,1222,0.000816,-7.375,-15.3125,-5.0,2.9375,7.9375,-148,True,39,1,0.001862,0.275391
louisiana_new_orleans__to__alabama_birmingham,louisiana_new_orleans,alabama_birmingham,Baton Rouge,Montgomery,11,,,0.0,12.0781,12.0781,-4.0,0.0,11.9932,21.2188,,4.0,4.0,0.038086,5,167559,12,28346,0.000542,-3.9375,-23.3906,-7.375,12.0781,19.4531,109,True,126,1,0.000216,0.345703
louisiana_new_orleans__to__alaska_anchorage,louisiana_new_orleans,alaska_anchorage,Baton Rouge,Juneau,11,,,0.0,8.4219,10.5313,10.5313,2.109399999999999,13.1716,24.0879,7.0,6.0,4.0,0.320312,1,6824,1056,113307,0.00383,-6.6875,-23.7344,-8.625,8.4219,17.0469,-835,True,222,1,6.2e-05,0.345703
louisiana_new_orleans__to__arizona_tucson,louisiana_new_orleans,arizona_tucson,Baton Rouge,Phoenix,11,,,0.0,14.6055,14.6055,7.0625,0.0,14.4235,27.3516,,,,0.006317,21,488,212,8087,8e-05,-3.3125,-26.793,-8.875,14.6055,23.4805,21,True,254,1,4.8e-05,0.345703
louisiana_new_orleans__to__california_oakland,louisiana_new_orleans,california_oakland,Baton Rouge,Sacramento,11,0.0,,0.0,10.375,17.25,10.3594,6.875,17.031,28.3926,0.0,0.0,0.0,0.217773,1,2669,0,31395,3.8e-05,0.375,-15.75,-5.75,10.375,16.125,45,True,46,1,0.001099,0.345703
louisiana_new_orleans__to__colorado_colorado_springs,louisiana_new_orleans,colorado_colorado_springs,Baton Rouge,Denver,11,,,1.0,-6.8594,14.375,12.9062,21.2344,20.3555,31.5781,,5.0,5.0,0.095215,3,1008,222419,24930,9.4e-05,-24.4688,-25.7344,-8.125,-6.8594,1.2656,-222240,False,182,1,0.000102,0.345703
louisiana_new_orleans__to__connecticut_bridgeport,louisiana_new_orleans,connecticut_bridgeport,Baton Rouge,Hartford,11,2.0,,0.0,14.5625,15.0,2.3125,0.4375,16.0669,26.6797,2.0,0.0,0.0,0.609375,1,513,2,1436,4e-06,3.5,-19.9375,-8.875,14.5625,23.4375,251,True,254,1,4.8e-05,0.345703
louisiana_new_orleans__to__delaware_wilmington,louisiana_new_orleans,delaware_wilmington,Baton Rouge,Dover,11,,,0.0,10.3438,10.3438,-5.5,0.0,12.2859,26.9297,,,,0.010071,12,28593,0,3946,0.00058,2.8125,-20.3438,-12.8125,10.3438,23.1563,1423,True,1435,1,1e-06,0.345703
louisiana_new_orleans__to__florida_miami,louisiana_new_orleans,florida_miami,Baton Rouge,Tallahassee,11,2.0,,0.0,8.125,12.9375,8.5313,4.8125,18.5899,28.9846,2.0,2.0,2.0,0.204102,1,1399,50,11004,0.000128,-4.875,-18.0,-5.0,8.125,13.125,-21,True,30,1,0.002319,0.345703
louisiana_new_orleans__to__georgia_savannah,louisiana_new_orleans,georgia_savannah,Baton Rouge,Atlanta,11,,,1.0,-1.5469,11.4375,11.4375,12.9844,15.8203,26.6875,,2.0,2.0,0.045166,4,614,41984,12626,0.000732,-18.8281,-23.2812,-6.0,-1.5469,4.4531,-41928,False,60,1,0.000854,0.345703
louisiana_new_orleans__to__indiana_fort_wayne,louisiana_new_orleans,indiana_fort_wayne,Baton Rouge,Indianapolis,11,5.0,,0.0,9.5312,15.4375,12.2188,5.9063,15.7361,28.9131,5.0,5.0,2.0,0.216797,1,285,64,17812,0.009521,-3.375,-21.6562,-8.75,9.5312,18.2812,174,True,239,1,5.5e-05,0.345703
louisiana_new_orleans__to__iowa_cedar_rapids,louisiana_new_orleans,iowa_cedar_rapids,Baton Rouge,Des Moines,11,6.0,,0.0,18.4219,18.4219,11.0625,0.0,11.6055,25.0938,,4.0,0.0,0.079102,3,95,6,12599,0.000648,3.75,-27.4219,-12.75,18.4219,31.1719,1367,True,1376,1,1e-06,0.345703
louisiana_new_orleans__to__kansas_wichita,louisiana_new_orleans,kansas_wichita,Baton Rouge,Topeka,11,,,0.0,9.6553,16.375,15.7783,6.7197,10.4953,21.2188,,3.0,3.0,0.071289,3,79,656,80183,4.5e-05,-6.0625,-26.6553,-10.9375,9.6553,20.5928,-16,True,643,1,6e-06,0.345703
louisiana_new_orleans__to__kentucky_louisville,louisiana_new_orleans,kentucky_louisville,Baton Rouge,Frankfort,11,,,0.0,18.6309,18.6309,8.25,0.0,12.8391,23.8125,,0.0,0.0,0.09375,2,158,0,12286,0.003311,2.625,-26.3809,-10.375,18.6309,29.0059,491,True,493,1,1.1e-05,0.345703
louisiana_new_orleans__to__louisiana_new_orleans,louisiana_new_orleans,louisiana_new_orleans,Baton Rouge,Baton Rouge,11,3.0,3.0,,0.0,0.0,0.0,0.0,10.0727,29.9531,3.0,3.0,3.0,0.609375,1,294,191584,294,0.609375,-27.0225,-27.0225,0.0,0.0,0.0,-191584,False,1,1,0.345703,0.345703
louisiana_new_orleans__to__maine_portland,louisiana_new_orleans,maine_portland,Baton Rouge,Augusta,11,,,0.0,4.5,4.5,3.7813,0.0,11.35,28.9648,,2.0,2.0,0.038818,5,3957,226,16881,0.026733,-3.9375,-17.0625,-8.625,4.5,13.125,-9,True,222,1,6.2e-05,0.345703
louisiana_new_orleans__to__maryland_baltimore,louisiana_new_orleans,maryland_baltimore,Baton Rouge,Annapolis,11,,,0.0,2.4375,8.7812,3.9375,6.3437,10.2906,28.2656,,2.0,2.0,0.028687,3,2918,2364,9339,0.000675,-7.5625,-17.625,-7.625,2.4375,10.0625,-2222,True,145,1,0.000169,0.345703
louisiana_new_orleans__to__michigan_detroit,louisiana_new_orleans,michigan_detroit,Baton Rouge,Lansing,11,,,0.0,11.7344,11.7344,0.7188,0.0,12.3574,23.125,,,2.0,0.03125,7,1707,26,2806,2.8e-05,-4.25,-23.2344,-7.25,11.7344,18.9844,88,True,121,1,0.000244,0.345703
louisiana_new_orleans__to__minnesota_minneapolis,louisiana_new_orleans,minnesota_minneapolis,Baton Rouge,Saint Paul,11,0.0,,0.0,17.1562,17.1562,11.1719,0.0,11.0445,22.3438,,0.0,0.0,0.376953,2,1364,0,25736,8.4e-05,2.375,-21.6562,-6.875,17.1562,24.0312,91,True,93,1,0.000357,0.345703
louisiana_new_orleans__to__mississippi_gulfport,louisiana_new_orleans,mississippi_gulfport,Baton Rouge,Jackson,11,0.0,,0.0,9.3125,9.3125,8.5,0.0,11.1531,23.2969,,0.0,0.0,0.133789,2,365,0,5824,0.001106,-3.75,-17.3125,-4.25,9.3125,13.5625,20,True,22,1,0.004913,0.345703
louisiana_new_orleans__to__missouri_kansas_city,louisiana_new_orleans,missouri_kansas_city,Baton Rouge,Jefferson City,11,,,0.0,12.3125,12.3125,1.1875,0.0,13.8011,22.5859,,,,0.011292,17,1420,0,2830,0.002472,-5.5,-21.9375,-4.125,12.3125,16.4375,2,True,19,1,0.005585,0.345703
louisiana_new_orleans__to__montana_billings,louisiana_new_orleans,montana_billings,Baton Rouge,Helena,11,,,0.0,13.0312,13.0312,-3.5625,0.0,15.4336,29.6094,,0.0,0.0,0.069824,2,1642,0,444,0.039795,-1.25,-23.0312,-8.75,13.0312,21.7812,237,True,239,1,5.5e-05,0.345703
louisiana_new_orleans__to__nebraska_omaha,louisiana_new_orleans,nebraska_omaha,Baton Rouge,Lincoln,11,0.0,,0.0,18.8083,18.8083,11.9375,0.0,17.2934,27.9297,0.0,0.0,0.0,0.46875,1,1383,0,26855,8e-06,0.5,-26.9333,-8.625,18.8083,27.4333,221,True,222,1,6.2e-05,0.345703
louisiana_new_orleans__to__new_hampshire_manchester,louisiana_new_orleans,new_hampshire_manchester,Baton Rouge,Concord,11,,,0.0,2.25,6.0,1.6876,3.75,9.727,20.1914,,,,7.1e-05,510,34222,2184,58257,0.001953,-0.0625,-16.6875,-14.375,2.25,16.625,55,True,2749,1,0.0,0.345703
louisiana_new_orleans__to__new_jersey_newark,louisiana_new_orleans,new_jersey_newark,Baton Rouge,Trenton,11,6.0,,0.0,12.6406,28.0312,15.75,15.3906,14.0062,23.25,,2.0,2.0,0.171875,2,22,2810,26153,6.7e-05,-6.375,-29.7656,-10.75,12.6406,23.3906,-2233,True,579,1,7e-06,0.345703
louisiana_new_orleans__to__new_mexico_albuquerque,louisiana_new_orleans,new_mexico_albuquerque,Baton Rouge,Santa Fe,11,,,0.0,16.6875,16.6875,6.7812,0.0,13.2115,29.3652,2.0,0.0,0.0,0.098145,1,1643,1,26936,0.001091,4.1875,-23.4375,-10.9375,16.6875,27.625,641,True,643,1,6e-06,0.345703
louisiana_new_orleans__to__new_york_new_york_city,louisiana_new_orleans,new_york_new_york_city,Baton Rouge,Albany,11,,,0.0,9.9375,9.9375,6.8125,0.0,23.8461,36.375,,,,0.00885,13,13,234,498,0.011414,-3.5,-19.3125,-5.875,9.9375,15.8125,-193,True,54,1,0.000969,0.345703
louisiana_new_orleans__to__north_carolina_charlotte,louisiana_new_orleans,north_carolina_charlotte,Baton Rouge,Raleigh,11,,,0.0,6.625,11.5625,6.1875,4.9375,12.7816,22.4375,,,,0.015869,13,1895,12,30557,6.5e-05,2.625,-12.125,-8.125,6.625,14.75,157,True,182,1,0.000102,0.345703
louisiana_new_orleans__to__north_dakota_fargo,louisiana_new_orleans,north_dakota_fargo,Baton Rouge,Bismarck,11,,,0.0,16.0938,16.0938,10.9375,0.0,11.9922,25.4844,,0.0,0.0,0.078613,2,355,0,31571,0.0,8.5,-23.3438,-15.75,16.0938,31.8438,4719,True,4721,1,0.0,0.345703
louisiana_new_orleans__to__ohio_cleveland,louisiana_new_orleans,ohio_cleveland,Baton Rouge,Columbus,11,,,0.0,7.75,10.1719,2.5625,2.421900000000001,12.6795,25.915,,9.0,9.0,0.073242,3,130,1183,472,0.011292,-4.125,-21.0,-9.125,7.75,16.875,-903,True,283,1,3.8e-05,0.345703
louisiana_new_orleans__to__oklahoma_tulsa,louisiana_new_orleans,oklahoma_tulsa,Baton Rouge,Oklahoma City,11,,,1.0,-4.5078,13.3594,0.75,17.8672,13.3664,25.25,,9.0,2.0,0.077637,3,312,162125,468,0.011963,-21.2422,-23.8594,-7.125,-4.5078,2.6172,-162017,False,111,1,0.000278,0.345703
louisiana_new_orleans__to__oregon_portland,louisiana_new_orleans,oregon_portland,Baton Rouge,Salem,11,,,0.0,12.25,12.25,2.1875,0.0,16.1796,26.1094,0.0,0.0,0.0,0.539062,1,850,0,2618,0.002502,6.0,-16.875,-10.625,12.25,22.875,553,True,554,1,8e-06,0.345703
louisiana_new_orleans__to__pennsylvania_philadelphia,louisiana_new_orleans,pennsylvania_philadelphia,Baton Rouge,Harrisburg,11,,,0.0,16.5,16.5,0.5625,0.0,10.3781,22.5938,,0.0,0.0,0.147461,2,45566,3,67251,9.8e-05,2.125,-23.5,-9.125,16.5,25.625,278,True,283,1,3.8e-05,0.345703
louisiana_new_orleans__to__rhode_island_warwick,louisiana_new_orleans,rhode_island_warwick,Baton Rouge,Providence,11,,,0.0,6.1875,8.5625,2.375,2.375,16.3488,28.1406,,,,0.006348,24,28,6,131,0.000269,4.1875,-14.4375,-12.4375,6.1875,18.625,1196,True,1226,1,1e-06,0.345703
louisiana_new_orleans__to__south_carolina_charleston,louisiana_new_orleans,south_carolina_charleston,Baton Rouge,Columbia,11,0.0,,0.0,11.1875,11.1875,6.375,0.0,14.6604,26.7188,0.0,0.0,0.0,0.378906,1,3091,0,17115,3.4e-05,5.0,-13.9375,-7.75,11.1875,18.9375,156,True,157,1,0.000149,0.345703
louisiana_new_orleans__to__south_dakota_sioux_falls,louisiana_new_orleans,south_dakota_sioux_falls,Baton Rouge,Pierre,11,,,0.0,12.2187,12.2187,-0.4609,0.0,11.7033,25.6875,,,,0.003967,31,341,0,246,0.001411,-4.9375,-24.7812,-7.625,12.2187,19.8437,114,True,145,1,0.000169,0.345703
louisiana_new_orleans__to__tennessee_memphis,louisiana_new_orleans,tennessee_memphis,Baton Rouge,Nashville,11,5.0,,0.0,6.875,14.0625,9.375,7.1875,15.0941,23.75,2.0,2.0,2.0,0.167969,1,26,5786,21285,0.00145,-9.5625,-24.6875,-8.25,6.875,15.125,-5588,True,199,1,9e-05,0.345703
louisiana_new_orleans__to__texas_dallas,louisiana_new_orleans,texas_dallas,Baton Rouge,Austin,11,,,0.0,10.125,13.0938,13.0938,2.9688,16.7222,27.1326,,3.0,0.0,0.126953,3,30,4,11311,6.2e-05,-2.625,-18.625,-5.875,10.125,16.0,47,True,54,1,0.000969,0.345703
louisiana_new_orleans__to__utah_provo,louisiana_new_orleans,utah_provo,Baton Rouge,Salt Lake City,11,3.0,,0.0,13.1094,13.5,5.375,0.39059999999999917,9.5167,19.5938,3.0,3.0,3.0,0.466797,1,1,95,36,0.003311,2.6875,-22.9844,-12.5625,13.1094,25.6719,1182,True,1278,1,1e-06,0.345703
louisiana_new_orleans__to__vermont_burlington,louisiana_new_orleans,vermont_burlington,Baton Rouge,Montpelier,11,,6.0,0.0,12.4375,12.4375,-22.416,0.0,9.0024,24.3438,,,,0.000854,80,140782,12657,61,0.345703,-8.5,-32.125,-11.1875,12.4375,23.625,-12036,True,701,1,5e-06,0.345703
louisiana_new_orleans__to__virginia_virginia_beach,louisiana_new_orleans,virginia_virginia_beach,Baton Rouge,Richmond,11,9.0,,0.0,8.9375,9.6875,9.6875,0.75,16.8463,30.125,9.0,9.0,6.0,0.257812,1,78,799,5909,0.000167,-4.9375,-20.875,-7.0,8.9375,15.9375,-697,True,103,1,0.000315,0.345703
louisiana_new_orleans__to__washington_seattle,louisiana_new_orleans,washington_seattle,Baton Rouge,Olympia,11,,,0.0,11.125,11.125,-2.375,0.0,11.9509,19.9375,,0.0,0.0,0.071777,3,297,0,99,0.011902,1.375,-16.875,-7.125,11.125,18.25,108,True,111,1,0.000278,0.345703
louisiana_new_orleans__to__wisconsin_milwaukee,louisiana_new_orleans,wisconsin_milwaukee,Baton Rouge,Madison,11,6.0,,0.0,11.4063,11.6875,10.25,0.2812000000000001,10.9512,20.7188,,4.0,4.0,0.117188,2,6,234,1869,0.000446,-6.0625,-24.8438,-7.375,11.4063,18.7813,-110,True,126,1,0.000216,0.345703
louisiana_new_orleans__to__wyoming_casper,louisiana_new_orleans,wyoming_casper,Baton Rouge,Cheyenne,11,,,0.0,12.0156,12.0156,-0.2188,0.0,9.8772,26.6641,,,2.0,0.019043,8,17859,164,16622,1.4e-05,1.5,-25.1406,-14.625,12.0156,26.6406,2868,True,3040,1,0.0,0.345703
maine_portland__to__alabama_birmingham,maine_portland,alabama_birmingham,Augusta,Montgomery,11,,,0.0,11.6875,11.6875,5.0937,0.0,10.7614,20.5312,,0.0,0.0,0.068848,2,14225,0,56511,0.000441,0.5,-16.8125,-5.625,11.6875,17.3125,220,True,222,8,0.000143,0.039795
maine_portland__to__arizona_tucson,maine_portland,arizona_tucson,Augusta,Phoenix,11,,,0.0,7.8125,10.6875,9.125,2.875,13.0258,25.8906,,,,0.006683,20,247,60,9868,3e-06,-4.75,-16.1875,-3.625,7.8125,11.4375,1,True,81,8,0.00106,0.039795
maine_portland__to__arkansas_fayetteville,maine_portland,arkansas_fayetteville,Augusta,Little Rock,11,,,0.0,7.5625,7.5625,-0.5625,0.0,16.0153,27.5391,,0.0,0.0,0.089844,2,7860,0,5789,0.005676,-0.25,-12.9375,-5.125,7.5625,12.6875,157,True,159,8,0.000237,0.039795
maine_portland__to__california_oakland,maine_portland,california_oakland,Augusta,Sacramento,11,0.0,,0.0,10.375,17.5938,17.5938,7.218800000000002,13.5332,27.7578,0.0,0.0,0.0,0.460938,1,10,0,20310,0.000115,-1.875,-13.375,-1.125,10.375,11.5,12,True,13,8,0.012939,0.039795
maine_portland__to__colorado_colorado_springs,maine_portland,colorado_colorado_springs,Augusta,Denver,11,5.0,,1.0,-13.0626,22.877,17.25,35.9396,19.2148,32.0781,5.0,5.0,2.0,0.186523,1,67,226669,26993,0.009338,-27.9688,-17.9062,-3.0,-13.0626,-10.0626,-226624,False,46,8,0.001984,0.039795
maine_portland__to__connecticut_bridgeport,maine_portland,connecticut_bridgeport,Augusta,Hartford,11,,,0.0,13.375,16.3438,4.9062,2.9688000000000017,18.9622,29.1863,,0.0,0.0,0.098633,2,2938,0,9051,5e-06,-0.125,-16.5,-3.0,13.375,16.375,44,True,46,8,0.001984,0.039795
maine_portland__to__florida_miami,maine_portland,florida_miami,Augusta,Tallahassee,11,2.0,,0.0,9.25,12.7188,2.5,3.4688,17.4705,29.1445,,2.0,2.0,0.136719,2,908,76,2060,0.000435,-5.5,-17.0,-2.25,9.25,11.5,-50,True,28,8,0.004181,0.039795
maine_portland__to__georgia_savannah,maine_portland,georgia_savannah,Augusta,Atlanta,11,,5.0,1.0,-3.8437,1.5,-0.5,5.3437,14.8594,22.9688,,2.0,2.0,0.086426,3,107,28711,82,0.092285,-17.1562,-16.5625,-3.25,-3.8437,-0.5937,-28655,False,59,8,0.001541,0.039795
maine_portland__to__hawaii_hilo,maine_portland,hawaii_hilo,Augusta,Honolulu,11,2.0,,0.0,9.2578,16.5,16.5,7.2422,16.6125,26.1875,2.0,2.0,1.0,0.316406,1,15,2100,105024,0.000254,-13.0625,-26.1953,-3.875,9.2578,13.1328,-2007,True,94,8,0.000824,0.039795
maine_portland__to__idaho_idaho_falls,maine_portland,idaho_idaho_falls,Augusta,Boise,11,,,0.0,2.0078,8.5937,4.875,6.5859000000000005,13.5568,23.8555,,4.0,4.0,0.051758,3,50,58882,711,7.1e-05,-23.1875,-25.6953,-0.5,2.0078,2.5078,-58876,True,9,8,0.02417,0.039795
maine_portland__to__illinois_chicago,maine_portland,illinois_chicago,Augusta,Springfield,11,0.0,,0.0,13.5625,18.5195,5.8125,4.957000000000001,10.525,19.25,0.0,0.0,0.0,0.628906,1,2141,0,8170,0.000168,0.125,-15.3125,-1.875,13.5625,15.4375,19,True,20,8,0.006104,0.039795
maine_portland__to__indiana_fort_wayne,maine_portland,indiana_fort_wayne,Augusta,Indianapolis,11,,,0.0,9.0312,12.4688,0.375,3.4375999999999998,13.6053,25.3086,,,2.0,0.028198,8,5669,21,6685,0.000138,-4.75,-17.5312,-3.75,9.0312,12.7812,57,True,86,8,0.000935,0.039795
maine_portland__to__iowa_cedar_rapids,maine_portland,iowa_cedar_rapids,Augusta,Des Moines,11,,,0.0,13.2812,13.2812,-0.125,0.0,13.955,26.2051,,,0.0,0.020508,8,7494,0,7044,0.000191,-3.25,-20.1562,-3.625,13.2812,16.9062,73,True,81,8,0.00106,0.039795
maine_portland__to__kansas_wichita,maine_portland,kansas_wichita,Augusta,Topeka,11,,,0.0,3.1875,7.375,6.5,4.1875,10.2938,19.8125,,3.0,3.0,0.078125,3,83,210,2295,0.00473,-10.3125,-15.625,-2.125,3.1875,5.3125,-187,True,26,8,0.004761,0.039795
maine_portland__to__kentucky_louisville,maine_portland,kentucky_louisville,Augusta,Frankfort,11,,,0.0,12.125,12.125,9.5625,0.0,11.5047,22.2812,,0.0,0.0,0.079102,2,93,0,23487,0.001228,-2.5,-17.25,-2.625,12.125,14.75,34,True,36,8,0.002884,0.039795
