dataset,slug_a,slug_b,n_features_a,n_features_b,n_shared,n_union,jaccard_overlap,directional_overlap_a,directional_overlap_b,activation_stability,peak_token_agreement,peak_type_agreement,same_supernode_rate,entity_regrouped_rate,inconsistent_rate,influence_weighted_jaccard,n_supernodes_a,n_supernodes_b,n_shared_supernodes,overlap_early,overlap_mid,overlap_late
products_founders_batch,facebook,nike_shoes,194,231,125,300,0.4166666666666667,0.6443298969072165,0.5411255411255411,0.8963496391760915,0.952,1.0,0.792,0.136,0.072,0.3709195221218055,26,27,18,0.5894039735099338,0.37037037037037035,0.16842105263157894
products_founders_batch,facebook,oculus,194,256,138,312,0.4423076923076923,0.711340206185567,0.5390625,0.861730922176932,0.9057971014492754,0.9927536231884058,0.7318840579710145,0.18115942028985507,0.08695652173913043,0.3969756394389073,26,27,18,0.5287356321839081,0.3559322033898305,0.31645569620253167
products_founders_batch,facebook,oracle_db,194,251,120,325,0.36923076923076925,0.6185567010309279,0.47808764940239046,0.8674758154843739,0.9416666666666667,1.0,0.7583333333333333,0.16666666666666666,0.075,0.32675583642117967,26,26,18,0.5238095238095238,0.3076923076923077,0.1523809523809524
products_founders_batch,facebook,twitter,194,203,144,253,0.5691699604743083,0.7422680412371134,0.7093596059113301,0.8860118598610299,0.9097222222222222,1.0,0.3125,0.2222222222222222,0.4652777777777778,0.49726092337672345,26,24,17,0.6934306569343066,0.5121951219512195,0.37333333333333335
products_founders_batch,facebook,windows,194,222,116,300,0.38666666666666666,0.5979381443298969,0.5225225225225225,0.874006705990259,0.9568965517241379,1.0,0.7672413793103449,0.16379310344827586,0.06896551724137931,0.3432113049017144,26,25,18,0.543046357615894,0.391304347826087,0.1553398058252427
products_founders_batch,facebook,wordpress,194,213,114,293,0.3890784982935154,0.5876288659793815,0.5352112676056338,0.8812458271957474,0.956140350877193,1.0,0.7719298245614035,0.12280701754385964,0.10526315789473684,0.35028227803038614,26,27,18,0.5256410256410257,0.2916666666666667,0.20224719101123595
products_founders_batch,ford_cars,iphone,224,228,111,341,0.3255131964809384,0.4955357142857143,0.4868421052631579,0.9510260485258512,0.9459459459459459,0.9819819819819819,0.7927927927927928,0.13513513513513514,0.07207207207207207,0.3020151290061913,27,26,19,0.5151515151515151,0.22413793103448276,0.11016949152542373
products_founders_batch,ford_cars,model_s,224,256,121,359,0.3370473537604457,0.5401785714285714,0.47265625,0.886831992832553,0.9173553719008265,0.9586776859504132,0.7603305785123967,0.1487603305785124,0.09090909090909091,0.30920789239990154,27,26,18,0.483695652173913,0.25,0.14782608695652175
products_founders_batch,ford_cars,nike_shoes,224,231,127,328,0.3871951219512195,0.5669642857142857,0.5497835497835498,0.9003210606496271,0.9448818897637795,1.0,0.7244094488188977,0.1889763779527559,0.08661417322834646,0.35882526127893605,27,27,20,0.5333333333333333,0.32142857142857145,0.19626168224299065
products_founders_batch,ford_cars,oculus,224,256,114,366,0.3114754098360656,0.5089285714285714,0.4453125,0.9174539808002294,0.9210526315789473,0.9912280701754386,0.7982456140350878,0.13157894736842105,0.07017543859649122,0.28430877295022927,27,27,20,0.5,0.17647058823529413,0.08035714285714286
products_founders_batch,ford_cars,oracle_db,224,251,119,356,0.3342696629213483,0.53125,0.47410358565737054,0.8983560162268093,0.9243697478991597,0.9915966386554622,0.7563025210084033,0.18487394957983194,0.058823529411764705,0.30681218128133303,27,26,18,0.5027932960893855,0.3076923076923077,0.104
products_founders_batch,ford_cars,twitter,224,203,103,324,0.31790123456790126,0.45982142857142855,0.5073891625615764,0.9130415033895134,0.941747572815534,0.9902912621359223,0.3786407766990291,0.11650485436893204,0.5048543689320388,0.2935680139861826,27,24,17,0.5217391304347826,0.19230769230769232,0.08108108108108109
products_founders_batch,ford_cars,windows,224,222,113,333,0.33933933933933935,0.5044642857142857,0.509009009009009,0.9084321194794845,0.9557522123893806,0.9911504424778761,0.7787610619469026,0.168141592920354,0.05309734513274336,0.311179609863652,27,25,18,0.5185185185185185,0.3333333333333333,0.10569105691056911
products_founders_batch,ford_cars,wordpress,224,213,97,340,0.2852941176470588,0.4330357142857143,0.45539906103286387,0.9364644678328071,0.9587628865979382,0.9896907216494846,0.8350515463917526,0.08247422680412371,0.08247422680412371,0.26169565369061093,27,27,20,0.4764705882352941,0.14814814814814814,0.06896551724137931
products_founders_batch,iphone,model_s,228,256,132,352,0.375,0.5789473684210527,0.515625,0.893890856626665,0.9393939393939394,0.9545454545454546,0.7575757575757576,0.14393939393939395,0.09848484848484848,0.3385578378749507,26,26,17,0.478494623655914,0.3225806451612903,0.22115384615384615
products_founders_batch,iphone,nike_shoes,228,231,128,331,0.3867069486404834,0.5614035087719298,0.5541125541125541,0.9378060854202785,0.9375,0.9921875,0.796875,0.15625,0.046875,0.3529577449369467,26,27,19,0.5644171779141104,0.32786885245901637,0.14953271028037382
products_founders_batch,iphone,oculus,228,256,134,350,0.38285714285714284,0.5877192982456141,0.5234375,0.8881345526891762,0.9328358208955224,1.0,0.7686567164179104,0.13432835820895522,0.09701492537313433,0.35238961337289637,26,27,19,0.510752688172043,0.3384615384615385,0.1717171717171717
